text,label
"Subject: Expense report approved for trip

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #57497.",0
"Subject: Project Status Update - Phase 2

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #51874.",0
"Subject: Crypto alert: Double your investments today

Congratulations! You were selected for a $500 Amazon Gift card. Redeem it immediately: http://giftcard-rewards-winner.info Ref Code: 2777.",1
"Subject: Security Alert: Unusual login activity detected

Your password expires today. Click here to keep your current password: http://reset-password-now.com Ref Code: 9900.",1
"Subject: Invoice payment overdue - Action required

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 9027.",1
"Subject: Crypto alert: Double your investments today

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 3009.",1
"Subject: You have won a free gift card! Claim now

Please review the attached invoice details and resolve the payment by clicking this link: http://invoice-viewer-download.online Ref Code: 9037.",1
"Subject: Your account has been suspended

Your account will be terminated in 24 hours due to non-compliance. Update details here: http://abc-support-upgrade-portal.net Ref Code: 9444.",1
"Subject: HR: Mandatory safety update and verification link

Please review the attached invoice details and resolve the payment by clicking this link: http://invoice-viewer-download.online Ref Code: 4662.",1
"Subject: Expense report approved for trip

Attached is the draft of the project documentation for next week's launch. Let me know if you have any feedback. Sent from my device. Ticket #24973.",0
"Subject: Weekly Team Sync Meeting

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #27942.",0
"Subject: System maintenance schedule: Friday 10 PM

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #67723.",0
"Subject: System maintenance schedule: Friday 10 PM

Attached is the draft of the project documentation for next week's launch. Let me know if you have any feedback. Sent from my device. Ticket #36811.",0
"Subject: Feedback requested: New policy document

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #44180.",0
"Subject: Vacation approval notification

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #73564.",0
"Subject: Invoice payment overdue - Action required

Congratulations! You were selected for a $500 Amazon Gift card. Redeem it immediately: http://giftcard-rewards-winner.info Ref Code: 3147.",1
"Subject: Project Status Update - Phase 2

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #67553.",0
"Subject: Quarterly financial report review

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #56294.",0
"Subject: Weekly Team Sync Meeting

Don't forget to submit your weekly timesheet by today at 5 PM to ensure prompt payroll processing. Sent from my device. Ticket #31196.",0
"Subject: System maintenance schedule: Friday 10 PM

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #84731.",0
"Subject: Crypto alert: Double your investments today

Congratulations! You were selected for a $500 Amazon Gift card. Redeem it immediately: http://giftcard-rewards-winner.info Ref Code: 3860.",1
"Subject: Crypto alert: Double your investments today

Your password expires today. Click here to keep your current password: http://reset-password-now.com Ref Code: 7448.",1
"Subject: HR: Mandatory safety update and verification link

Your cloud subscription renewal failed. Update your credit card details immediately: http://cloud-portal-payment-update.top Ref Code: 8337.",1
"Subject: IT Support: System upgrade password confirmation needed

Your cloud subscription renewal failed. Update your credit card details immediately: http://cloud-portal-payment-update.top Ref Code: 3084.",1
"Subject: Vacation approval notification

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #36241.",0
"Subject: Invoice payment overdue - Action required

Urgent system patch required. Download and run this update: http://system-update-downloader.cc/patch.exe Ref Code: 2205.",1
"Subject: Your account has been suspended

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 7793.",1
"Subject: You have won a free gift card! Claim now

Dear employee, you have a pending payroll adjustment. Please verify your bank details on this external page: http://payroll-portal-verification.xyz Ref Code: 5329.",1
"Subject: Project Status Update - Phase 2

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #78914.",0
"Subject: Confirm your password change request

Your password expires today. Click here to keep your current password: http://reset-password-now.com Ref Code: 9068.",1
"Subject: Happy Friday - Lunch plans?

Please note that the corporate VPN server will undergo scheduled updates this Friday night. No action is required. Sent from my device. Ticket #11790.",0
"Subject: Happy Friday - Lunch plans?

Welcome to ABC Corporation! We're excited to have you. Please check your onboarding guide on the corporate intranet page. Sent from my device. Ticket #99324.",0
"Subject: Feedback requested: New policy document

Attached is the draft of the project documentation for next week's launch. Let me know if you have any feedback. Sent from my device. Ticket #81968.",0
"Subject: Vacation approval notification

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #69178.",0
"Subject: Confirm your password change request

Important notification from HR department. View the document at: http://hr-announcements-doc.icu Ref Code: 7410.",1
"Subject: Quarterly financial report review

Attached is the draft of the project documentation for next week's launch. Let me know if you have any feedback. Sent from my device. Ticket #30310.",0
"Subject: Weekly Team Sync Meeting

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #55177.",0
"Subject: Vacation approval notification

Please note that the corporate VPN server will undergo scheduled updates this Friday night. No action is required. Sent from my device. Ticket #60097.",0
"Subject: Confirm your password change request

Your cloud subscription renewal failed. Update your credit card details immediately: http://cloud-portal-payment-update.top Ref Code: 7510.",1
"Subject: IT Support: System upgrade password confirmation needed

Please review the attached invoice details and resolve the payment by clicking this link: http://invoice-viewer-download.online Ref Code: 3147.",1
"Subject: Confirm your password change request

Your account will be terminated in 24 hours due to non-compliance. Update details here: http://abc-support-upgrade-portal.net Ref Code: 5988.",1
"Subject: Project Status Update - Phase 2

Welcome to ABC Corporation! We're excited to have you. Please check your onboarding guide on the corporate intranet page. Sent from my device. Ticket #32469.",0
"Subject: Crypto alert: Double your investments today

Congratulations! You were selected for a $500 Amazon Gift card. Redeem it immediately: http://giftcard-rewards-winner.info Ref Code: 7071.",1
"Subject: Feedback requested: New policy document

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #42742.",0
"Subject: Happy Friday - Lunch plans?

Hi, your request for annual leave from July 5th to July 12th has been approved. Enjoy your vacation! Sent from my device. Ticket #27246.",0
"Subject: URGENT: Verify your account immediately

Your password expires today. Click here to keep your current password: http://reset-password-now.com Ref Code: 8072.",1
"Subject: HR: Mandatory safety update and verification link

Important notification from HR department. View the document at: http://hr-announcements-doc.icu Ref Code: 4731.",1
"Subject: HR: Mandatory safety update and verification link

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 7750.",1
"Subject: You have won a free gift card! Claim now

Your account will be terminated in 24 hours due to non-compliance. Update details here: http://abc-support-upgrade-portal.net Ref Code: 3867.",1
"Subject: Weekly Team Sync Meeting

Welcome to ABC Corporation! We're excited to have you. Please check your onboarding guide on the corporate intranet page. Sent from my device. Ticket #49957.",0
"Subject: Tech Talk: Intro to Machine Learning

Welcome to ABC Corporation! We're excited to have you. Please check your onboarding guide on the corporate intranet page. Sent from my device. Ticket #60021.",0
"Subject: You have won a free gift card! Claim now

Dear employee, you have a pending payroll adjustment. Please verify your bank details on this external page: http://payroll-portal-verification.xyz Ref Code: 6486.",1
"Subject: Quarterly financial report review

Please note that the corporate VPN server will undergo scheduled updates this Friday night. No action is required. Sent from my device. Ticket #70281.",0
"Subject: Expense report approved for trip

The Q2 financial report has been published on the internal wiki portal. Please review prior to the all-hands meeting. Sent from my device. Ticket #14583.",0
"Subject: Project Status Update - Phase 2

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #78101.",0
"Subject: Crypto alert: Double your investments today

Dear employee, you have a pending payroll adjustment. Please verify your bank details on this external page: http://payroll-portal-verification.xyz Ref Code: 5966.",1
"Subject: System maintenance schedule: Friday 10 PM

Please note that the corporate VPN server will undergo scheduled updates this Friday night. No action is required. Sent from my device. Ticket #73378.",0
"Subject: Crypto alert: Double your investments today

Dear employee, you have a pending payroll adjustment. Please verify your bank details on this external page: http://payroll-portal-verification.xyz Ref Code: 9294.",1
"Subject: Quarterly financial report review

Don't forget to submit your weekly timesheet by today at 5 PM to ensure prompt payroll processing. Sent from my device. Ticket #54194.",0
"Subject: IT Support: System upgrade password confirmation needed

Your cloud subscription renewal failed. Update your credit card details immediately: http://cloud-portal-payment-update.top Ref Code: 1232.",1
"Subject: Confirm your password change request

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 3771.",1
"Subject: Weekly Team Sync Meeting

Welcome to ABC Corporation! We're excited to have you. Please check your onboarding guide on the corporate intranet page. Sent from my device. Ticket #93798.",0
"Subject: Project Status Update - Phase 2

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #84238.",0
"Subject: Crypto alert: Double your investments today

Urgent system patch required. Download and run this update: http://system-update-downloader.cc/patch.exe Ref Code: 1405.",1
"Subject: Vacation approval notification

The Q2 financial report has been published on the internal wiki portal. Please review prior to the all-hands meeting. Sent from my device. Ticket #86486.",0
"Subject: Welcome to the team!

The Q2 financial report has been published on the internal wiki portal. Please review prior to the all-hands meeting. Sent from my device. Ticket #20794.",0
"Subject: Happy Friday - Lunch plans?

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #26149.",0
"Subject: Vacation approval notification

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #89646.",0
"Subject: URGENT: Verify your account immediately

Congratulations! You were selected for a $500 Amazon Gift card. Redeem it immediately: http://giftcard-rewards-winner.info Ref Code: 4848.",1
"Subject: Feedback requested: New policy document

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #72221.",0
"Subject: Vacation approval notification

Hi, your request for annual leave from July 5th to July 12th has been approved. Enjoy your vacation! Sent from my device. Ticket #96561.",0
"Subject: Welcome to the team!

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #27268.",0
"Subject: Your account has been suspended

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 7984.",1
"Subject: Project Status Update - Phase 2

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #54659.",0
"Subject: URGENT: Verify your account immediately

Your password expires today. Click here to keep your current password: http://reset-password-now.com Ref Code: 3288.",1
"Subject: Tech Talk: Intro to Machine Learning

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #52583.",0
"Subject: Vacation approval notification

Please note that the corporate VPN server will undergo scheduled updates this Friday night. No action is required. Sent from my device. Ticket #16589.",0
"Subject: Tech Talk: Intro to Machine Learning

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #86062.",0
"Subject: Invoice payment overdue - Action required

Important notification from HR department. View the document at: http://hr-announcements-doc.icu Ref Code: 8725.",1
"Subject: Crypto alert: Double your investments today

Your cloud subscription renewal failed. Update your credit card details immediately: http://cloud-portal-payment-update.top Ref Code: 3415.",1
"Subject: Welcome to the team!

Attached is the draft of the project documentation for next week's launch. Let me know if you have any feedback. Sent from my device. Ticket #54014.",0
"Subject: Expense report approved for trip

Attached is the draft of the project documentation for next week's launch. Let me know if you have any feedback. Sent from my device. Ticket #48208.",0
"Subject: URGENT: Verify your account immediately

Dear employee, you have a pending payroll adjustment. Please verify your bank details on this external page: http://payroll-portal-verification.xyz Ref Code: 3055.",1
"Subject: Happy Friday - Lunch plans?

Please note that the corporate VPN server will undergo scheduled updates this Friday night. No action is required. Sent from my device. Ticket #73850.",0
"Subject: System maintenance schedule: Friday 10 PM

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #19501.",0
"Subject: URGENT: Verify your account immediately

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 5178.",1
"Subject: Weekly Team Sync Meeting

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #28646.",0
"Subject: Action Required: Update your billing information

Important notification from HR department. View the document at: http://hr-announcements-doc.icu Ref Code: 9729.",1
"Subject: Project Status Update - Phase 2

Don't forget to submit your weekly timesheet by today at 5 PM to ensure prompt payroll processing. Sent from my device. Ticket #86680.",0
"Subject: HR: Mandatory safety update and verification link

Important notification from HR department. View the document at: http://hr-announcements-doc.icu Ref Code: 6422.",1
"Subject: URGENT: Verify your account immediately

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 8537.",1
"Subject: Welcome to the team!

Please note that the corporate VPN server will undergo scheduled updates this Friday night. No action is required. Sent from my device. Ticket #51678.",0
"Subject: Expense report approved for trip

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #52710.",0
"Subject: Weekly Team Sync Meeting

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #33423.",0
"Subject: IT Support: System upgrade password confirmation needed

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 6753.",1
"Subject: System maintenance schedule: Friday 10 PM

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #81156.",0
"Subject: Welcome to the team!

Attached is the draft of the project documentation for next week's launch. Let me know if you have any feedback. Sent from my device. Ticket #46351.",0
"Subject: Weekly Team Sync Meeting

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #67361.",0
"Subject: Tech Talk: Intro to Machine Learning

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #79219.",0
"Subject: Action Required: Update your billing information

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 4625.",1
"Subject: Welcome to the team!

Please note that the corporate VPN server will undergo scheduled updates this Friday night. No action is required. Sent from my device. Ticket #41817.",0
"Subject: Happy Friday - Lunch plans?

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #31760.",0
"Subject: Happy Friday - Lunch plans?

Hi, your request for annual leave from July 5th to July 12th has been approved. Enjoy your vacation! Sent from my device. Ticket #14747.",0
"Subject: Welcome to the team!

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #80582.",0
"Subject: System maintenance schedule: Friday 10 PM

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #70978.",0
"Subject: Weekly Team Sync Meeting

Hi, your request for annual leave from July 5th to July 12th has been approved. Enjoy your vacation! Sent from my device. Ticket #25663.",0
"Subject: Security Alert: Unusual login activity detected

Urgent system patch required. Download and run this update: http://system-update-downloader.cc/patch.exe Ref Code: 2659.",1
"Subject: Feedback requested: New policy document

The Q2 financial report has been published on the internal wiki portal. Please review prior to the all-hands meeting. Sent from my device. Ticket #42476.",0
"Subject: Project Status Update - Phase 2

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #79635.",0
"Subject: HR: Mandatory safety update and verification link

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 2848.",1
"Subject: Feedback requested: New policy document

Attached is the draft of the project documentation for next week's launch. Let me know if you have any feedback. Sent from my device. Ticket #86652.",0
"Subject: Your account has been suspended

Your account will be terminated in 24 hours due to non-compliance. Update details here: http://abc-support-upgrade-portal.net Ref Code: 7548.",1
"Subject: Weekly Team Sync Meeting

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #14324.",0
"Subject: IT Support: System upgrade password confirmation needed

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 8584.",1
"Subject: Your account has been suspended

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 5983.",1
"Subject: You have won a free gift card! Claim now

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 9616.",1
"Subject: System maintenance schedule: Friday 10 PM

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #84289.",0
"Subject: Invoice payment overdue - Action required

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 5089.",1
"Subject: Invoice payment overdue - Action required

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 6931.",1
"Subject: You have won a free gift card! Claim now

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 1878.",1
"Subject: Expense report approved for trip

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #80486.",0
"Subject: Expense report approved for trip

The Q2 financial report has been published on the internal wiki portal. Please review prior to the all-hands meeting. Sent from my device. Ticket #30100.",0
"Subject: HR: Mandatory safety update and verification link

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 7694.",1
"Subject: Welcome to the team!

Please note that the corporate VPN server will undergo scheduled updates this Friday night. No action is required. Sent from my device. Ticket #47731.",0
"Subject: Quarterly financial report review

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #62904.",0
"Subject: IT Support: System upgrade password confirmation needed

Important notification from HR department. View the document at: http://hr-announcements-doc.icu Ref Code: 1961.",1
"Subject: Project Status Update - Phase 2

The Q2 financial report has been published on the internal wiki portal. Please review prior to the all-hands meeting. Sent from my device. Ticket #34475.",0
"Subject: HR: Mandatory safety update and verification link

Please review the attached invoice details and resolve the payment by clicking this link: http://invoice-viewer-download.online Ref Code: 9954.",1
"Subject: Crypto alert: Double your investments today

Congratulations! You were selected for a $500 Amazon Gift card. Redeem it immediately: http://giftcard-rewards-winner.info Ref Code: 6937.",1
"Subject: HR: Mandatory safety update and verification link

Your password expires today. Click here to keep your current password: http://reset-password-now.com Ref Code: 6391.",1
"Subject: Crypto alert: Double your investments today

Important notification from HR department. View the document at: http://hr-announcements-doc.icu Ref Code: 6019.",1
"Subject: Confirm your password change request

Important notification from HR department. View the document at: http://hr-announcements-doc.icu Ref Code: 3569.",1
"Subject: You have won a free gift card! Claim now

Important notification from HR department. View the document at: http://hr-announcements-doc.icu Ref Code: 1413.",1
"Subject: Security Alert: Unusual login activity detected

Your cloud subscription renewal failed. Update your credit card details immediately: http://cloud-portal-payment-update.top Ref Code: 4531.",1
"Subject: System maintenance schedule: Friday 10 PM

Don't forget to submit your weekly timesheet by today at 5 PM to ensure prompt payroll processing. Sent from my device. Ticket #56269.",0
"Subject: Feedback requested: New policy document

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #90287.",0
"Subject: Project Status Update - Phase 2

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #46027.",0
"Subject: Quarterly financial report review

Attached is the draft of the project documentation for next week's launch. Let me know if you have any feedback. Sent from my device. Ticket #34371.",0
"Subject: Security Alert: Unusual login activity detected

Please review the attached invoice details and resolve the payment by clicking this link: http://invoice-viewer-download.online Ref Code: 5492.",1
"Subject: IT Support: System upgrade password confirmation needed

Urgent system patch required. Download and run this update: http://system-update-downloader.cc/patch.exe Ref Code: 1097.",1
"Subject: Feedback requested: New policy document

Attached is the draft of the project documentation for next week's launch. Let me know if you have any feedback. Sent from my device. Ticket #33889.",0
"Subject: Confirm your password change request

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 8057.",1
"Subject: You have won a free gift card! Claim now

Your account will be terminated in 24 hours due to non-compliance. Update details here: http://abc-support-upgrade-portal.net Ref Code: 6750.",1
"Subject: Project Status Update - Phase 2

The Q2 financial report has been published on the internal wiki portal. Please review prior to the all-hands meeting. Sent from my device. Ticket #71553.",0
"Subject: URGENT: Verify your account immediately

Your account will be terminated in 24 hours due to non-compliance. Update details here: http://abc-support-upgrade-portal.net Ref Code: 9343.",1
"Subject: Project Status Update - Phase 2

Welcome to ABC Corporation! We're excited to have you. Please check your onboarding guide on the corporate intranet page. Sent from my device. Ticket #23793.",0
"Subject: URGENT: Verify your account immediately

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 5283.",1
"Subject: Security Alert: Unusual login activity detected

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 1810.",1
"Subject: Invoice payment overdue - Action required

Please review the attached invoice details and resolve the payment by clicking this link: http://invoice-viewer-download.online Ref Code: 7919.",1
"Subject: Welcome to the team!

Welcome to ABC Corporation! We're excited to have you. Please check your onboarding guide on the corporate intranet page. Sent from my device. Ticket #30102.",0
"Subject: Welcome to the team!

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #43668.",0
"Subject: Feedback requested: New policy document

Welcome to ABC Corporation! We're excited to have you. Please check your onboarding guide on the corporate intranet page. Sent from my device. Ticket #67091.",0
"Subject: System maintenance schedule: Friday 10 PM

Welcome to ABC Corporation! We're excited to have you. Please check your onboarding guide on the corporate intranet page. Sent from my device. Ticket #52024.",0
"Subject: Happy Friday - Lunch plans?

Don't forget to submit your weekly timesheet by today at 5 PM to ensure prompt payroll processing. Sent from my device. Ticket #41763.",0
"Subject: Feedback requested: New policy document

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #90301.",0
"Subject: HR: Mandatory safety update and verification link

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 5761.",1
"Subject: Invoice payment overdue - Action required

Urgent system patch required. Download and run this update: http://system-update-downloader.cc/patch.exe Ref Code: 9318.",1
"Subject: Feedback requested: New policy document

Your expense report for the Seattle developer conference has been processed and approved. Funds will transfer in 3 business days. Sent from my device. Ticket #99460.",0
"Subject: System maintenance schedule: Friday 10 PM

Hi, your request for annual leave from July 5th to July 12th has been approved. Enjoy your vacation! Sent from my device. Ticket #61141.",0
"Subject: Tech Talk: Intro to Machine Learning

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #75202.",0
"Subject: URGENT: Verify your account immediately

Congratulations! You were selected for a $500 Amazon Gift card. Redeem it immediately: http://giftcard-rewards-winner.info Ref Code: 7417.",1
"Subject: Action Required: Update your billing information

We are upgrading our active directory database. Please log in with your corporate credentials to prevent account lockout: http://active-directory-portal.org/login Ref Code: 4520.",1
"Subject: IT Support: System upgrade password confirmation needed

Urgent system patch required. Download and run this update: http://system-update-downloader.cc/patch.exe Ref Code: 4018.",1
"Subject: Confirm your password change request

Urgent system patch required. Download and run this update: http://system-update-downloader.cc/patch.exe Ref Code: 7188.",1
"Subject: URGENT: Verify your account immediately

Your account will be terminated in 24 hours due to non-compliance. Update details here: http://abc-support-upgrade-portal.net Ref Code: 6084.",1
"Subject: Security Alert: Unusual login activity detected

Dear employee, you have a pending payroll adjustment. Please verify your bank details on this external page: http://payroll-portal-verification.xyz Ref Code: 7058.",1
"Subject: Quarterly financial report review

Welcome to ABC Corporation! We're excited to have you. Please check your onboarding guide on the corporate intranet page. Sent from my device. Ticket #46362.",0
"Subject: Tech Talk: Intro to Machine Learning

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #62797.",0
"Subject: Welcome to the team!

Hey, are you free for lunch at 12:30 PM today? We're heading to the Italian bistro down the street. Sent from my device. Ticket #12690.",0
"Subject: HR: Mandatory safety update and verification link

Your password expires today. Click here to keep your current password: http://reset-password-now.com Ref Code: 6505.",1
"Subject: HR: Mandatory safety update and verification link

Please review the attached invoice details and resolve the payment by clicking this link: http://invoice-viewer-download.online Ref Code: 8164.",1
"Subject: Your account has been suspended

Urgent system patch required. Download and run this update: http://system-update-downloader.cc/patch.exe Ref Code: 4587.",1
"Subject: System maintenance schedule: Friday 10 PM

Attached is the draft of the project documentation for next week's launch. Let me know if you have any feedback. Sent from my device. Ticket #13177.",0
"Subject: Crypto alert: Double your investments today

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 7046.",1
"Subject: Your account has been suspended

Your password expires today. Click here to keep your current password: http://reset-password-now.com Ref Code: 7266.",1
"Subject: Crypto alert: Double your investments today

Your password expires today. Click here to keep your current password: http://reset-password-now.com Ref Code: 5955.",1
"Subject: Crypto alert: Double your investments today

Your account will be terminated in 24 hours due to non-compliance. Update details here: http://abc-support-upgrade-portal.net Ref Code: 5896.",1
"Subject: You have won a free gift card! Claim now

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 5590.",1
"Subject: Quarterly financial report review

The Q2 financial report has been published on the internal wiki portal. Please review prior to the all-hands meeting. Sent from my device. Ticket #16508.",0
"Subject: IT Support: System upgrade password confirmation needed

Your cloud subscription renewal failed. Update your credit card details immediately: http://cloud-portal-payment-update.top Ref Code: 1539.",1
"Subject: Quarterly financial report review

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #28412.",0
"Subject: URGENT: Verify your account immediately

Congratulations! You were selected for a $500 Amazon Gift card. Redeem it immediately: http://giftcard-rewards-winner.info Ref Code: 7370.",1
"Subject: Quarterly financial report review

Hi team, just a reminder that our weekly sync is tomorrow at 10 AM. We'll go over the project milestones. Sent from my device. Ticket #89811.",0
"Subject: You have won a free gift card! Claim now

Urgent system patch required. Download and run this update: http://system-update-downloader.cc/patch.exe Ref Code: 5625.",1
"Subject: Expense report approved for trip

Hi, your request for annual leave from July 5th to July 12th has been approved. Enjoy your vacation! Sent from my device. Ticket #93634.",0
"Subject: System maintenance schedule: Friday 10 PM

Hi, your request for annual leave from July 5th to July 12th has been approved. Enjoy your vacation! Sent from my device. Ticket #56759.",0
"Subject: Happy Friday - Lunch plans?

Here is the slide deck for the upcoming design review. Looking forward to your thoughts and suggestions. Sent from my device. Ticket #83666.",0
"Subject: Security Alert: Unusual login activity detected

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 9269.",1
"Subject: Your account has been suspended

Urgent system patch required. Download and run this update: http://system-update-downloader.cc/patch.exe Ref Code: 5247.",1
"Subject: Confirm your password change request

Dear employee, you have a pending payroll adjustment. Please verify your bank details on this external page: http://payroll-portal-verification.xyz Ref Code: 8380.",1
"Subject: Invoice payment overdue - Action required

We detected suspicious login attempts from a foreign IP. Please click the link to confirm your identity: http://secure-verify-abc-login.com/auth Ref Code: 1699.",1
"Subject: IT Support: System upgrade password confirmation needed

Your cloud subscription renewal failed. Update your credit card details immediately: http://cloud-portal-payment-update.top Ref Code: 6565.",1
"Subject: Action Required: Update your billing information

Dear employee, you have a pending payroll adjustment. Please verify your bank details on this external page: http://payroll-portal-verification.xyz Ref Code: 2698.",1
